Unnamed: 0,full_text,tweet_english
1702,menteri pupr basuki hadimuljono ungkap rencana presiden pilih 20242029 lantik ibu kota nusantara ikn,PUPR Minister Basuki Hadimuljono reveals plans for president to elect 20242029 to inaugurate archipelago capital IKN
1703,bangun ibu kota nusantara bangun indonesia lebih maju da,"build the capital of the archipelago, build a more advanced Indonesia"
1704,rocky gerung sebut titik awal konflik prabowo jokowi makan siang gratis ikn nusantara lewat,Rocky Gerung said the starting point of Prabowo Jokowi's free lunch conflict was passing by IKN Archipelago
1705,menteri kerja umum rumah rakyat pupr basuki hadimuljono ungkap presiden pilih ambil sumpah ibu kota nusantara ikn,"Public Works Minister Pupr Basuki Hadimuljono said the president chose to take the oath for the capital of the archipelago, IKN"
1706,menteri kerja umum rumah rakyat pupr basuki hadimuljono kata lantik presiden baru rencana laku ibu kota negara ikn nusantara,Public Works Minister Pupr Basuki Hadimuljono said the inauguration of the new president plans to implement the national capital IKN archipelago
1707,rocky gerung sebut titik awal konflik prabowo jokowi makan siang gratis ikn nusantara lewat,Rocky Gerung said the starting point of Prabowo Jokowi's free lunch conflict was passing by IKN Archipelago
1708,suasana malam indah lokasi bangun plaza timur kemenko 1 kemenko marves,beautiful night atmosphere at the location of the building of the east plaza of Kemenko 1 Kemenko Marves
1709,menteri kerja umum rumah rakyat pupr basuki hadimuljono ungkap presiden pilih ambil sumpah ibu kota nusantara ikn,"Public Works Minister Pupr Basuki Hadimuljono said the president chose to take the oath for the capital of the archipelago, IKN"
1710,ibu kota nusantara,capital of the archipelago
1711,ibu kota negara nusantara,the capital of the archipelago
1712,ibu kota nusantara bangun indonesia tengah,the capital city of the archipelago wakes up central Indonesia
1713,otoritas jasa uang ojk mulai siap pindah kantor pusat pegawai jakarta ibu kota nusantara ikn paku kabupaten najam paser utara provinsi kalimantan timur lengkap,"OJK money services authority is starting to prepare to move employee head office, Jakarta, capital of the archipelago, IKN Paku, North Najam Paser Regency, East Kalimantan Province, complete"
1714,buah era baru mulai siap tuju transformasi sinergi baru jakarta nusantara makin nyata,"The fruits of a new era are starting to be ready to lead to a new synergy transformation in Jakarta, the archipelago is becoming more and more real"
1715,dukung pindah ibu kota nusantara upaya tata negara indonesia seluruh,support moving the capital city of the archipelago as an effort to organize the entire Indonesian state
1716,indah langit daerah mitra ikn kab paser sore instagram mitraikn facebook mitra ikn tiktok mitraikn youtube mitra ikn x mitra ikn,"Beautiful Langit, Mitra IKN area, Paser Afternoon District, Mitraikn Instagram, Mitraikn Facebook, Mitra IKN, TikTok, Mitraikn, YouTube Mitra IKN x Mitra IKN"
1717,waah ibu kota nusantara kuta kartanegara,"Wow, the capital city of the archipelago, Kuta Kartanegara"
1718,pemkab bengkal ikut rakornas bahas kontribusi daerah ibukota nusantara ampnbspbupati bengkal wakil wakil bupati h bagus santoso ikut rapat koordinasi nasional rakornas gelar otorita ibu kota,Bengkal district government participates in National Coordination Meeting to discuss contribution of regional capital of the archipelago AmpnbspBengkal Regent Deputy Deputy Regent H Bagus Santoso Participates in National Coordination Meeting National Coordination Meeting Holds Capital Authority
1719,direktorat harmonisasi atur perundangundangan i hadir rapat bahas ubah rencana tata ruang rtr kawasan strategis nasional ksn ibu kota nusantara ikn,"directorate of harmonization of legislation i attended meeting to discuss changing the spatial plan for the national strategic area of ​​ksn, the capital of the archipelago, iKN"
1720,loh jadi udah jadi ibu kota jadi kalau tanya ibu kota indonesia apa nusantara,"Well, it's already the capital city, so if you ask whether the capital city of Indonesia is the archipelago"
1721,dukung pindah ibu kota nusantara optimal guna sumber daya alam indonesia,support moving the capital city of the archipelago to optimally utilize Indonesia's natural resources
1722,buah era baru mulai siap tuju transformasi sinergi baru jakarta nusantara makin nyata,"the fruit of the new era is starting to be ready to head towards the transformation of the new synergy of Jakarta Nusantara, which is increasingly real"
1723,review tingkat ancam geologi kawasan kalimantan timur dekat ibu kota nusantara ikn geografi beta,review of the level of geological threat in the East Kalimantan region near the capital of the archipelago IKN Geography Beta
1724,ibu kota nusantara jadi pusat bangun infrastruktur modern indonesia,The capital city of the archipelago becomes the center for building modern Indonesian infrastructure
1725,ibu kota nusantara bangun indonesia tengah,the capital city of the archipelago wakes up central Indonesia
1726,ibu kota nusantara langkah strategis kembang indonesia masa depan,"capital city of the archipelago, a strategic step for Indonesia's future development"
1727,pindah ibu kota nusantara tingkat kualitas hidup warga tempat ada infrastruktur lebih modern pada,"moving to the capital of the archipelago, the level of quality of life of residents where there is more modern infrastructure"
1728,pindah ibu kota nusantara dapat dukung penuh presiden upaya sebar bangun lebih rata seluruh indonesia,Moving the capital of the archipelago can fully support the president's efforts to spread development more evenly throughout Indonesia
1729,bangun ibu kota nusantara harap laku perhati lingkung meminimalisir dampak negatif lingkung,"build the capital city of the archipelago, please be environmentally conscious and minimize negative environmental impacts"
1730,ibu kota nusantara jadi pusat bangun infrastruktur modern indonesia,The capital city of the archipelago is the center for building modern Indonesian infrastructure
1731,perintah kabupaten barru siap jadi kabbarru pintu gerbang sulawesi selatan ibu kota nusantara ikn lengkap,"Barru Regency orders are ready to become Kabbarru, the gateway to South Sulawesi, the capital city of the archipelago, IKN, complete"
1732,pindah ibu kota nusantara cepat kembang wilayah timur indonesia,moving the capital city of the archipelago to rapidly develop the eastern region of Indonesia
1733,pindah ibu kota nusantara kuat padu koordinasi perintah pusat daerahdaerah indonesia,moving the capital city of the archipelago to strengthen the coordination of regional and regional central commands in Indonesia
1734,pindah ibu kota nusantara dorong bangun infrastruktur baru jalan tol bandara labuh,"moving the capital city of the archipelago encourages the construction of new infrastructure, the Labuh airport toll road"
1735,dukung pindah ibu kota nusantara kurang beban jakarta padat duduk macet,support moving to the capital of the archipelago to reduce the burden of dense Jakarta sitting in traffic jams
1736,xpemindahan ibu kota nusantara peluang besar warga negara baik hidup,xthe relocation of the capital of the archipelago is a great opportunity for good citizens to live
1737,presiden jokowi yakin pindah ibu kota nusantara buka peluang baru kembang ekonomi industri pariwisata indonesia,President Jokowi believes that moving to the capital of the archipelago will open up new opportunities for the economic development of Indonesia's tourism industry
1738,pindah ibu kota nusantara bawa ubah positif indonesia,Moving the capital city of the archipelago brings positive changes to Indonesia
1739,anggar ikn nusantara tahun 2024 sebut tambah sri mulyani tak sebut nominal lewat,Indonesian fish fencing in 2024 said Sri Mulyani added no final nominal
1740,dampak ikn nusantara deret upaya ekstra tahan laju inflasi kalimantan lewat,The impact of Indonesian IKN's series of extra efforts to hold back Kalimantan's inflation rate is over
1741,fase 1 bangun pontianak indonesia hingga kota kinabalu sabah tahap 2 bangun kalimantan utara timur hingga samarinda indonesia ibu kota baru indonesia nusantara hub jalur kereta api ada tutong brunei,Phase 1 build Pontianak Indonesia to Kota Kinabalu Sabah Phase 2 build North East Kalimantan to Samarinda Indonesia new capital city of Indonesia archipelago railway hub Ada Tutong Brunei
1742,ibu kota nusantara ikn harap jadi role model bangun kantor baru modern skala nasional regional global usung konsep smart green and suistanable,"capital city of the archipelago, IKN hopes to be a role model to build new modern offices on a national regional global scale, carrying out the concept of smart green and sustainable"
1743,suasana simpang empat trunen ikn instagram mitraikn facebook mitra ikn tiktok mitraikn youtube mitra ikn x mitra ikn,Atmosphere of Simpang Empat Trunen IKN Instagram Mitraikn Facebook Mitra IKN TikTok Mitraikn YouTube Mitra IKN x Mitra IKN
1744,simak unik raya paskah 2024 gereja katedarial dekorasi tema ikn budaya betawi gereja katedarial jakarta raya hari paskah 2024 usung hias tema betawi ibu kota nusantara ikn bagai dekorasi unik tampak tarik,"Check out the unique Raya Easter 2024 cathedral church decoration with a Betawi cultural icon theme. Jakarta cathedral church Raya Easter 2024 stretcher decorated with a Betawi theme, the capital of the archipelago. IKN looks like a unique decoration that looks attractive"
